"Publication_Year","Table","Health_Indicator_Desc","Strata","Strata_Name","County","Rank_Order","Denominator_Total","Denominator_Average","Denominator_Label","Denominator_Year_Period","Numerator_Total","Numerator_Average","Numerator_Label","Numerator_Year_Period","Rate_Multiplier","Rate/Percentage","Rate/Percentage_Label","Age-Adjusted_Rate","Age-Adjusted_Rate_Label","Lower_Confidence_Limit","Upper_Confidence_Limit","Healthy_People_Decade","Healthy_People_Objective_Number","Healthy_People_Objective_Target","Healthy_People_Objective_Met","Denominator_Annotation_Code","Numerator_Annotation_Code","Rates_Annotation_Code","Annotation_Desc"
2022,24D,Hispanic Infant Mortality,Race-Ethnicity,Hispanic,Santa Barbara,30,10611,3537.0,Live Births,2017-2019,46,15.3,Infant Deaths,2017-2019,1000,4.3,Birth Cohort Infant Death Rate,,,3.2,5.8,2020,MICH-1.3,6.0,Y,,,,
2022,24D,Hispanic Infant Mortality,Race-Ethnicity,Hispanic,San Bernardino,31,49449,16483.0,Live Births,2017-2019,232,77.3,Infant Deaths,2017-2019,1000,4.7,Birth Cohort Infant Death Rate,,,4.1,5.3,2020,MICH-1.3,6.0,Y,,,,
2022,24D,Hispanic Infant Mortality,Race-Ethnicity,Hispanic,Tulare,32,14440,4813.3,Live Births,2017-2019,69,23.0,Infant Deaths,2017-2019,1000,4.8,Birth Cohort Infant Death Rate,,,3.7,6.0,2020,MICH-1.3,6.0,Y,,,,
2022,24D,Hispanic Infant Mortality,Race-Ethnicity,Hispanic,Solano,33,5178,1726.0,Live Births,2017-2019,25,8.3,Infant Deaths,2017-2019,1000,4.8,Birth Cohort Infant Death Rate,,,3.1,7.1,2020,MICH-1.3,6.0,Y,,,,
2022,24D,Hispanic Infant Mortality,Race-Ethnicity,Hispanic,Sacramento,34,15225,5075.0,Live Births,2017-2019,77,25.7,Infant Deaths,2017-2019,1000,5.1,Birth Cohort Infant Death Rate,,,4.0,6.3,2020,MICH-1.3,6.0,Y,,,,
2022,24D,Hispanic Infant Mortality,Race-Ethnicity,Hispanic,Ventura,35,15071,5023.7,Live Births,2017-2019,80,26.7,Infant Deaths,2017-2019,1000,5.3,Birth Cohort Infant Death Rate,,,4.2,6.6,2020,MICH-1.3,6.0,Y,,,,
2022,24D,Hispanic Infant Mortality,Race-Ethnicity,Hispanic,Kern,36,22780,7593.3,Live Births,2017-2019,123,41.0,Infant Deaths,2017-2019,1000,5.4,Birth Cohort Infant Death Rate,,,4.4,6.4,2020,MICH-1.3,6.0,Y,,,,
2022,24D,Hispanic Infant Mortality,Race-Ethnicity,Hispanic,San Joaquin,37,13903,4634.3,Live Births,2017-2019,75,25.0,Infant Deaths,2017-2019,1000,5.4,Birth Cohort Infant Death Rate,,,4.2,6.8,2020,MICH-1.3,6.0,Y,,,,
2022,24D,Hispanic Infant Mortality,Race-Ethnicity,Hispanic,Butte,,1374,458.0,Live Births,2017-2019,,,Infant Deaths,2017-2019,1000,,Birth Cohort Infant Death Rate,,,,,2020,MICH-1.3,6.0,Y,,1,1,Numerator values and rates based on fewer than 11 events have been suppressed.
2022,24D,Hispanic Infant Mortality,Race-Ethnicity,Hispanic,Glenn,,574,191.3,Live Births,2017-2019,,,Infant Deaths,2017-2019,1000,,Birth Cohort Infant Death Rate,,,,,2020,MICH-1.3,6.0,Y,,1,1,Numerator values and rates based on fewer than 11 events have been suppressed.
2022,24D,Hispanic Infant Mortality,Race-Ethnicity,Hispanic,Inyo,,185,61.7,Live Births,2017-2019,,,Infant Deaths,2017-2019,1000,,Birth Cohort Infant Death Rate,,,,,2020,MICH-1.3,6.0,Y,,1,1,Numerator values and rates based on fewer than 11 events have been suppressed.
2022,24D,Hispanic Infant Mortality,Race-Ethnicity,Hispanic,Marin,,1874,624.7,Live Births,2017-2019,,,Infant Deaths,2017-2019,1000,,Birth Cohort Infant Death Rate,,,,,2020,MICH-1.3,6.0,Y,,1,1,Numerator values and rates based on fewer than 11 events have been suppressed.
2022,24D,Hispanic Infant Mortality,Race-Ethnicity,Hispanic,Mendocino,,1015,338.3,Live Births,2017-2019,,,Infant Deaths,2017-2019,1000,,Birth Cohort Infant Death Rate,,,,,2020,MICH-1.3,6.0,Y,,1,1,Numerator values and rates based on fewer than 11 events have been suppressed.
2022,24D,Hispanic Infant Mortality,Race-Ethnicity,Hispanic,Napa,,1769,589.7,Live Births,2017-2019,,,Infant Deaths,2017-2019,1000,,Birth Cohort Infant Death Rate,,,,,2020,MICH-1.3,6.0,Y,,1,1,Numerator values and rates based on fewer than 11 events have been suppressed.
2022,24D,Hispanic Infant Mortality,Race-Ethnicity,Hispanic,Placer,,2029,676.3,Live Births,2017-2019,,,Infant Deaths,2017-2019,1000,,Birth Cohort Infant Death Rate,,,,,2020,MICH-1.3,6.0,Y,,1,1,Numerator values and rates based on fewer than 11 events have been suppressed.
2022,24D,Hispanic Infant Mortality,Race-Ethnicity,Hispanic,San Benito,,1311,437.0,Live Births,2017-2019,,,Infant Deaths,2017-2019,1000,,Birth Cohort Infant Death Rate,,,,,2020,MICH-1.3,6.0,Y,,1,1,Numerator values and rates based on fewer than 11 events have been suppressed.
2022,24D,Hispanic Infant Mortality,Race-Ethnicity,Hispanic,San Luis Obispo,,2449,816.3,Live Births,2017-2019,,,Infant Deaths,2017-2019,1000,,Birth Cohort Infant Death Rate,,,,,2020,MICH-1.3,6.0,Y,,1,1,Numerator values and rates based on fewer than 11 events have been suppressed.
2022,24D,Hispanic Infant Mortality,Race-Ethnicity,Hispanic,Shasta,,614,204.7,Live Births,2017-2019,,,Infant Deaths,2017-2019,1000,,Birth Cohort Infant Death Rate,,,,,2020,MICH-1.3,6.0,Y,,1,1,Numerator values and rates based on fewer than 11 events have been suppressed.
2022,24D,Hispanic Infant Mortality,Race-Ethnicity,Hispanic,Sutter,,1335,445.0,Live Births,2017-2019,,,Infant Deaths,2017-2019,1000,,Birth Cohort Infant Death Rate,,,,,2020,MICH-1.3,6.0,Y,,1,1,Numerator values and rates based on fewer than 11 events have been suppressed.
2022,24D,Hispanic Infant Mortality,Race-Ethnicity,Hispanic,Tehama,,840,280.0,Live Births,2017-2019,,,Infant Deaths,2017-2019,1000,,Birth Cohort Infant Death Rate,,,,,2020,MICH-1.3,6.0,Y,,1,1,Numerator values and rates based on fewer than 11 events have been suppressed.
2022,24D,Hispanic Infant Mortality,Race-Ethnicity,Hispanic,Yolo,,2396,798.7,Live Births,2017-2019,,,Infant Deaths,2017-2019,1000,,Birth Cohort Infant Death Rate,,,,,2020,MICH-1.3,6.0,Y,,1,1,Numerator values and rates based on fewer than 11 events have been suppressed.
2022,24D,Hispanic Infant Mortality,Race-Ethnicity,Hispanic,Yuba,,1043,347.7,Live Births,2017-2019,,,Infant Deaths,2017-2019,1000,,Birth Cohort Infant Death Rate,,,,,2020,MICH-1.3,6.0,Y,,1,1,Numerator values and rates based on fewer than 11 events have been suppressed.
2022,24D,Hispanic Infant Mortality,Race-Ethnicity,Hispanic,Fresno,38,26071,8690.3,Live Births,2017-2019,168,56.0,Infant Deaths,2017-2019,1000,6.4,Birth Cohort Infant Death Rate,,,5.5,7.4,2020,MICH-1.3,6.0,N,,,,
2022,24D,Hispanic Infant Mortality,Race-Ethnicity,Hispanic,Amador,,146,48.7,Live Births,2017-2019,,,Infant Deaths,2017-2019,1000,,Birth Cohort Infant Death Rate,,,,,2020,MICH-1.3,6.0,N,,1,1,Numerator values and rates based on fewer than 11 events have been suppressed.
2022,24D,Hispanic Infant Mortality,Race-Ethnicity,Hispanic,Humboldt,,688,229.3,Live Births,2017-2019,,,Infant Deaths,2017-2019,1000,,Birth Cohort Infant Death Rate,,,,,2020,MICH-1.3,6.0,N,,1,1,Numerator values and rates based on fewer than 11 events have been suppressed.
2022,24D,Hispanic Infant Mortality,Race-Ethnicity,Hispanic,Lake,,678,226.0,Live Births,2017-2019,,,Infant Deaths,2017-2019,1000,,Birth Cohort Infant Death Rate,,,,,2020,MICH-1.3,6.0,N,,1,1,Numerator values and rates based on fewer than 11 events have been suppressed.
2022,24D,Hispanic Infant Mortality,Race-Ethnicity,Hispanic,Lassen,,140,46.7,Live Births,2017-2019,,,Infant Deaths,2017-2019,1000,,Birth Cohort Infant Death Rate,,,,,2020,MICH-1.3,6.0,N,,1,1,Numerator values and rates based on fewer than 11 events have been suppressed.
2022,24D,Hispanic Infant Mortality,Race-Ethnicity,Hispanic,Nevada,,319,106.3,Live Births,2017-2019,,,Infant Deaths,2017-2019,1000,,Birth Cohort Infant Death Rate,,,,,2020,MICH-1.3,6.0,N,,1,1,Numerator values and rates based on fewer than 11 events have been suppressed.
2022,24D,Hispanic Infant Mortality,Race-Ethnicity,Hispanic,Siskiyou,,215,71.7,Live Births,2017-2019,,,Infant Deaths,2017-2019,1000,,Birth Cohort Infant Death Rate,,,,,2020,MICH-1.3,6.0,N,,1,1,Numerator values and rates based on fewer than 11 events have been suppressed.
2022,24E,White Infant Mortality,Race-Ethnicity,White,Mono,1,191,63.7,Live Births,2017-2019,0,0.0,Infant Deaths,2017-2019,1000,,Birth Cohort Infant Death Rate,,,,,2020,MICH-1.3,6.0,Y,,,3,Rates for zero events have not been calculated.
2022,24E,White Infant Mortality,Race-Ethnicity,White,Modoc,2,147,49.0,Live Births,2017-2019,0,0.0,Infant Deaths,2017-2019,1000,,Birth Cohort Infant Death Rate,,,,,2020,MICH-1.3,6.0,Y,,,3,Rates for zero events have not been calculated.
2022,24E,White Infant Mortality,Race-Ethnicity,White,Sierra,3,55,18.3,Live Births,2017-2019,0,0.0,Infant Deaths,2017-2019,1000,,Birth Cohort Infant Death Rate,,,,,2020,MICH-1.3,6.0,Y,,,3,Rates for zero events have not been calculated.
2022,24E,White Infant Mortality,Race-Ethnicity,White,Alpine,4,30,10.0,Live Births,2017-2019,0,0.0,Infant Deaths,2017-2019,1000,,Birth Cohort Infant Death Rate,,,,,2020,MICH-1.3,6.0,Y,,,3,Rates for zero events have not been calculated.
2022,24E,White Infant Mortality,Race-Ethnicity,White,San Mateo,5,7446,2482.0,Live Births,2017-2019,12,4.0,Infant Deaths,2017-2019,1000,1.6,Birth Cohort Infant Death Rate,,,0.8,2.8,2020,MICH-1.3,6.0,Y,,,4,Rates with a relative standard error greater than or equal to 23 percent are deemed unreliable.
2022,24E,White Infant Mortality,Race-Ethnicity,White,Placer,6,7110,2370.0,Live Births,2017-2019,13,4.3,Infant Deaths,2017-2019,1000,1.8,Birth Cohort Infant Death Rate,,,1.0,3.1,2020,MICH-1.3,6.0,Y,,,4,Rates with a relative standard error greater than or equal to 23 percent are deemed unreliable.
2022,24E,White Infant Mortality,Race-Ethnicity,White,Orange,7,30136,10045.3,Live Births,2017-2019,65,21.7,Infant Deaths,2017-2019,1000,2.2,Birth Cohort Infant Death Rate,,,1.7,2.7,2020,MICH-1.3,6.0,Y,,,,
2022,24E,White Infant Mortality,Race-Ethnicity,White,San Francisco,8,10111,3370.3,Live Births,2017-2019,22,7.3,Infant Deaths,2017-2019,1000,2.2,Birth Cohort Infant Death Rate,,,1.4,3.3,2020,MICH-1.3,6.0,Y,,,,
2022,24E,White Infant Mortality,Race-Ethnicity,White,Los Angeles,9,64047,21349.0,Live Births,2017-2019,145,48.3,Infant Deaths,2017-2019,1000,2.3,Birth Cohort Infant Death Rate,,,1.9,2.6,2020,MICH-1.3,6.0,Y,,,,
2022,24E,White Infant Mortality,Race-Ethnicity,White,Alameda,10,13196,4398.7,Live Births,2017-2019,30,10.0,Infant Deaths,2017-2019,1000,2.3,Birth Cohort Infant Death Rate,,,1.5,3.2,2020,MICH-1.3,6.0,Y,,,,
2022,24E,White Infant Mortality,Race-Ethnicity,White,Sonoma,11,5560,1853.3,Live Births,2017-2019,13,4.3,Infant Deaths,2017-2019,1000,2.3,Birth Cohort Infant Death Rate,,,1.2,4.0,2020,MICH-1.3,6.0,Y,,,4,Rates with a relative standard error greater than or equal to 23 percent are deemed unreliable.
2022,24E,White Infant Mortality,Race-Ethnicity,White,San Diego,12,39033,13011.0,Live Births,2017-2019,95,31.7,Infant Deaths,2017-2019,1000,2.4,Birth Cohort Infant Death Rate,,,2.0,3.0,2020,MICH-1.3,6.0,Y,,,,
2022,24E,White Infant Mortality,Race-Ethnicity,White,Santa Clara,13,12811,4270.3,Live Births,2017-2019,32,10.7,Infant Deaths,2017-2019,1000,2.5,Birth Cohort Infant Death Rate,,,1.7,3.5,2020,MICH-1.3,6.0,Y,,,,
2022,24E,White Infant Mortality,Race-Ethnicity,White,Ventura,14,8680,2893.3,Live Births,2017-2019,26,8.7,Infant Deaths,2017-2019,1000,3.0,Birth Cohort Infant Death Rate,,,2.0,4.4,2020,MICH-1.3,6.0,Y,,,,
2022,24E,White Infant Mortality,Race-Ethnicity,White,CALIFORNIA,,364878,121626.0,Live Births,2017-2019,1080,360.0,Infant Deaths,2017-2019,1000,3.0,Birth Cohort Infant Death Rate,,,2.8,3.1,2020,MICH-1.3,6.0,Y,,,,
2022,24E,White Infant Mortality,Race-Ethnicity,White,Contra Costa,15,11700,3900.0,Live Births,2017-2019,37,12.3,Infant Deaths,2017-2019,1000,3.2,Birth Cohort Infant Death Rate,,,2.2,4.4,2020,MICH-1.3,6.0,Y,,,,
2022,24E,White Infant Mortality,Race-Ethnicity,White,San Luis Obispo,16,4014,1338.0,Live Births,2017-2019,13,4.3,Infant Deaths,2017-2019,1000,3.2,Birth Cohort Infant Death Rate,,,1.7,5.5,2020,MICH-1.3,6.0,Y,,,4,Rates with a relative standard error greater than or equal to 23 percent are deemed unreliable.
2022,24E,White Infant Mortality,Race-Ethnicity,White,Riverside,17,20519,6839.7,Live Births,2017-2019,68,22.7,Infant Deaths,2017-2019,1000,3.3,Birth Cohort Infant Death Rate,,,2.6,4.2,2020,MICH-1.3,6.0,Y,,,,
2022,24E,White Infant Mortality,Race-Ethnicity,White,Butte,18,4420,1473.3,Live Births,2017-2019,16,5.3,Infant Deaths,2017-2019,1000,3.6,Birth Cohort Infant Death Rate,,,2.1,5.9,2020,MICH-1.3,6.0,Y,,,4,Rates with a relative standard error greater than or equal to 23 percent are deemed unreliable.
2022,24E,White Infant Mortality,Race-Ethnicity,White,Sacramento,19,20866,6955.3,Live Births,2017-2019,82,27.3,Infant Deaths,2017-2019,1000,3.9,Birth Cohort Infant Death Rate,,,3.1,4.9,2020,MICH-1.3,6.0,Y,,,,
2022,24E,White Infant Mortality,Race-Ethnicity,White,San Bernardino,20,17411,5803.7,Live Births,2017-2019,69,23.0,Infant Deaths,2017-2019,1000,4.0,Birth Cohort Infant Death Rate,,,3.1,5.0,2020,MICH-1.3,6.0,Y,,,,
2022,24E,White Infant Mortality,Race-Ethnicity,White,Tulare,21,4721,1573.7,Live Births,2017-2019,19,6.3,Infant Deaths,2017-2019,1000,4.0,Birth Cohort Infant Death Rate,,,2.4,6.3,2020,MICH-1.3,6.0,Y,,,4,Rates with a relative standard error greater than or equal to 23 percent are deemed unreliable.
2022,24E,White Infant Mortality,Race-Ethnicity,White,San Joaquin,22,6170,2056.7,Live Births,2017-2019,26,8.7,Infant Deaths,2017-2019,1000,4.2,Birth Cohort Infant Death Rate,,,2.8,6.2,2020,MICH-1.3,6.0,Y,,,,
2022,24E,White Infant Mortality,Race-Ethnicity,White,Kern,23,9174,3058.0,Live Births,2017-2019,39,13.0,Infant Deaths,2017-2019,1000,4.3,Birth Cohort Infant Death Rate,,,3.0,5.8,2020,MICH-1.3,6.0,Y,,,,
2022,24E,White Infant Mortality,Race-Ethnicity,White,Stanislaus,24,6890,2296.7,Live Births,2017-2019,32,10.7,Infant Deaths,2017-2019,1000,4.6,Birth Cohort Infant Death Rate,,,3.2,6.6,2020,MICH-1.3,6.0,Y,,,,
2022,24E,White Infant Mortality,Race-Ethnicity,White,Santa Barbara,25,4257,1419.0,Live Births,2017-2019,20,6.7,Infant Deaths,2017-2019,1000,4.7,Birth Cohort Infant Death Rate,,,2.9,7.3,2020,MICH-1.3,6.0,Y,,,,
2022,24E,White Infant Mortality,Race-Ethnicity,White,Fresno,26,7883,2627.7,Live Births,2017-2019,38,12.7,Infant Deaths,2017-2019,1000,4.8,Birth Cohort Infant Death Rate,,,3.4,6.6,2020,MICH-1.3,6.0,Y,,,,
2022,24E,White Infant Mortality,Race-Ethnicity,White,Humboldt,27,2500,833.3,Live Births,2017-2019,14,4.7,Infant Deaths,2017-2019,1000,5.6,Birth Cohort Infant Death Rate,,,3.1,9.4,2020,MICH-1.3,6.0,Y,,,4,Rates with a relative standard error greater than or equal to 23 percent are deemed unreliable.
2022,24E,White Infant Mortality,Race-Ethnicity,White,Shasta,28,4470,1490.0,Live Births,2017-2019,27,9.0,Infant Deaths,2017-2019,1000,6.0,Birth Cohort Infant Death Rate,,,4.0,8.8,2020,MICH-1.3,6.0,Y,,,,
2022,24E,White Infant Mortality,Race-Ethnicity,White,Amador,,697,232.3,Live Births,2017-2019,,,Infant Deaths,2017-2019,1000,,Birth Cohort Infant Death Rate,,,,,2020,MICH-1.3,6.0,Y,,1,1,Numerator values and rates based on fewer than 11 events have been suppressed.
2022,24E,White Infant Mortality,Race-Ethnicity,White,Calaveras,,873,291.0,Live Births,2017-2019,,,Infant Deaths,2017-2019,1000,,Birth Cohort Infant Death Rate,,,,,2020,MICH-1.3,6.0,Y,,1,1,Numerator values and rates based on fewer than 11 events have been suppressed.
2022,24E,White Infant Mortality,Race-Ethnicity,White,Colusa,,205,68.3,Live Births,2017-2019,,,Infant Deaths,2017-2019,1000,,Birth Cohort Infant Death Rate,,,,,2020,MICH-1.3,6.0,Y,,1,1,Numerator values and rates based on fewer than 11 events have been suppressed.
2022,24E,White Infant Mortality,Race-Ethnicity,White,Del Norte,,474,158.0,Live Births,2017-2019,,,Infant Deaths,2017-2019,1000,,Birth Cohort Infant Death Rate,,,,,2020,MICH-1.3,6.0,Y,,1,1,Numerator values and rates based on fewer than 11 events have been suppressed.
2022,24E,White Infant Mortality,Race-Ethnicity,White,El Dorado,,3322,1107.3,Live Births,2017-2019,,,Infant Deaths,2017-2019,1000,,Birth Cohort Infant Death Rate,,,,,2020,MICH-1.3,6.0,Y,,1,1,Numerator values and rates based on fewer than 11 events have been suppressed.
2022,24E,White Infant Mortality,Race-Ethnicity,White,Imperial,,379,126.3,Live Births,2017-2019,,,Infant Deaths,2017-2019,1000,,Birth Cohort Infant Death Rate,,,,,2020,MICH-1.3,6.0,Y,,1,1,Numerator values and rates based on fewer than 11 events have been suppressed.
2022,24E,White Infant Mortality,Race-Ethnicity,White,Inyo,,252,84.0,Live Births,2017-2019,,,Infant Deaths,2017-2019,1000,,Birth Cohort Infant Death Rate,,,,,2020,MICH-1.3,6.0,Y,,1,1,Numerator values and rates based on fewer than 11 events have been suppressed.
2022,24E,White Infant Mortality,Race-Ethnicity,White,Kings,,1748,582.7,Live Births,2017-2019,,,Infant Deaths,2017-2019,1000,,Birth Cohort Infant Death Rate,,,,,2020,MICH-1.3,6.0,Y,,1,1,Numerator values and rates based on fewer than 11 events have been suppressed.
2022,24E,White Infant Mortality,Race-Ethnicity,White,Lake,,1154,384.7,Live Births,2017-2019,,,Infant Deaths,2017-2019,1000,,Birth Cohort Infant Death Rate,,,,,2020,MICH-1.3,6.0,Y,,1,1,Numerator values and rates based on fewer than 11 events have been suppressed.
2022,24E,White Infant Mortality,Race-Ethnicity,White,Lassen,,540,180.0,Live Births,2017-2019,,,Infant Deaths,2017-2019,1000,,Birth Cohort Infant Death Rate,,,,,2020,MICH-1.3,6.0,Y,,1,1,Numerator values and rates based on fewer than 11 events have been suppressed.
2022,24E,White Infant Mortality,Race-Ethnicity,White,Madera,,1217,405.7,Live Births,2017-2019,,,Infant Deaths,2017-2019,1000,,Birth Cohort Infant Death Rate,,,,,2020,MICH-1.3,6.0,Y,,1,1,Numerator values and rates based on fewer than 11 events have been suppressed.
2022,24E,White Infant Mortality,Race-Ethnicity,White,Marin,,3195,1065.0,Live Births,2017-2019,,,Infant Deaths,2017-2019,1000,,Birth Cohort Infant Death Rate,,,,,2020,MICH-1.3,6.0,Y,,1,1,Numerator values and rates based on fewer than 11 events have been suppressed.
2022,24E,White Infant Mortality,Race-Ethnicity,White,Mariposa,,314,104.7,Live Births,2017-2019,,,Infant Deaths,2017-2019,1000,,Birth Cohort Infant Death Rate,,,,,2020,MICH-1.3,6.0,Y,,1,1,Numerator values and rates based on fewer than 11 events have been suppressed.
2022,24E,White Infant Mortality,Race-Ethnicity,White,Mendocino,,1390,463.3,Live Births,2017-2019,,,Infant Deaths,2017-2019,1000,,Birth Cohort Infant Death Rate,,,,,2020,MICH-1.3,6.0,Y,,1,1,Numerator values and rates based on fewer than 11 events have been suppressed.
2022,24E,White Infant Mortality,Race-Ethnicity,White,Merced,,2247,749.0,Live Births,2017-2019,,,Infant Deaths,2017-2019,1000,,Birth Cohort Infant Death Rate,,,,,2020,MICH-1.3,6.0,Y,,1,1,Numerator values and rates based on fewer than 11 events have been suppressed.
2022,24E,White Infant Mortality,Race-Ethnicity,White,Monterey,,2724,908.0,Live Births,2017-2019,,,Infant Deaths,2017-2019,1000,,Birth Cohort Infant Death Rate,,,,,2020,MICH-1.3,6.0,Y,,1,1,Numerator values and rates based on fewer than 11 events have been suppressed.
2022,24E,White Infant Mortality,Race-Ethnicity,White,Napa,,1464,488.0,Live Births,2017-2019,,,Infant Deaths,2017-2019,1000,,Birth Cohort Infant Death Rate,,,,,2020,MICH-1.3,6.0,Y,,1,1,Numerator values and rates based on fewer than 11 events have been suppressed.
2022,24E,White Infant Mortality,Race-Ethnicity,White,Nevada,,1757,585.7,Live Births,2017-2019,,,Infant Deaths,2017-2019,1000,,Birth Cohort Infant Death Rate,,,,,2020,MICH-1.3,6.0,Y,,1,1,Numerator values and rates based on fewer than 11 events have been suppressed.
2022,24E,White Infant Mortality,Race-Ethnicity,White,Plumas,,331,110.3,Live Births,2017-2019,,,Infant Deaths,2017-2019,1000,,Birth Cohort Infant Death Rate,,,,,2020,MICH-1.3,6.0,Y,,1,1,Numerator values and rates based on fewer than 11 events have been suppressed.
2022,24E,White Infant Mortality,Race-Ethnicity,White,San Benito,,542,180.7,Live Births,2017-2019,,,Infant Deaths,2017-2019,1000,,Birth Cohort Infant Death Rate,,,,,2020,MICH-1.3,6.0,Y,,1,1,Numerator values and rates based on fewer than 11 events have been suppressed.
2022,24E,White Infant Mortality,Race-Ethnicity,White,Santa Cruz,,2804,934.7,Live Births,2017-2019,,,Infant Deaths,2017-2019,1000,,Birth Cohort Infant Death Rate,,,,,2020,MICH-1.3,6.0,Y,,1,1,Numerator values and rates based on fewer than 11 events have been suppressed.
2022,24E,White Infant Mortality,Race-Ethnicity,White,Siskiyou,,783,261.0,Live Births,2017-2019,,,Infant Deaths,2017-2019,1000,,Birth Cohort Infant Death Rate,,,,,2020,MICH-1.3,6.0,Y,,1,1,Numerator values and rates based on fewer than 11 events have been suppressed.
2022,24E,White Infant Mortality,Race-Ethnicity,White,Solano,,4317,1439.0,Live Births,2017-2019,,,Infant Deaths,2017-2019,1000,,Birth Cohort Infant Death Rate,,,,,2020,MICH-1.3,6.0,Y,,1,1,Numerator values and rates based on fewer than 11 events have been suppressed.
2022,24E,White Infant Mortality,Race-Ethnicity,White,Sutter,,1396,465.3,Live Births,2017-2019,,,Infant Deaths,2017-2019,1000,,Birth Cohort Infant Death Rate,,,,,2020,MICH-1.3,6.0,Y,,1,1,Numerator values and rates based on fewer than 11 events have been suppressed.
2022,24E,White Infant Mortality,Race-Ethnicity,White,Trinity,,266,88.7,Live Births,2017-2019,,,Infant Deaths,2017-2019,1000,,Birth Cohort Infant Death Rate,,,,,2020,MICH-1.3,6.0,Y,,1,1,Numerator values and rates based on fewer than 11 events have been suppressed.
2022,24E,White Infant Mortality,Race-Ethnicity,White,Tuolumne,,1036,345.3,Live Births,2017-2019,,,Infant Deaths,2017-2019,1000,,Birth Cohort Infant Death Rate,,,,,2020,MICH-1.3,6.0,Y,,1,1,Numerator values and rates based on fewer than 11 events have been suppressed.
2022,24E,White Infant Mortality,Race-Ethnicity,White,Yolo,,2480,826.7,Live Births,2017-2019,,,Infant Deaths,2017-2019,1000,,Birth Cohort Infant Death Rate,,,,,2020,MICH-1.3,6.0,Y,,1,1,Numerator values and rates based on fewer than 11 events have been suppressed.
2022,24E,White Infant Mortality,Race-Ethnicity,White,Yuba,,1648,549.3,Live Births,2017-2019,,,Infant Deaths,2017-2019,1000,,Birth Cohort Infant Death Rate,,,,,2020,MICH-1.3,6.0,Y,,1,1,Numerator values and rates based on fewer than 11 events have been suppressed.
2022,24E,White Infant Mortality,Race-Ethnicity,White,Tehama,29,1277,425.7,Live Births,2017-2019,13,4.3,Infant Deaths,2017-2019,1000,10.2,Birth Cohort Infant Death Rate,,,5.4,17.4,2020,MICH-1.3,6.0,N,,,4,Rates with a relative standard error greater than or equal to 23 percent are deemed unreliable.
2022,24E,White Infant Mortality,Race-Ethnicity,White,Glenn,,498,166.0,Live Births,2017-2019,,,Infant Deaths,2017-2019,1000,,Birth Cohort Infant Death Rate,,,,,2020,MICH-1.3,6.0,N,,1,1,Numerator values and rates based on fewer than 11 events have been suppressed.
2022,25,Low Birthweight Infants,Total Live Births,Total Live Births,Colusa,1,808,269.3,Live Births,2018-2020,37,12.3,Low Birthweight Number,2018-2020,100,4.6,Low Birthweight Percent,,,3.2,6.3,2020,MICH-8.1,7.8,Y,,,,
2022,25,Low Birthweight Infants,Total Live Births,Total Live Births,Amador,2,891,297.0,Live Births,2018-2020,43,14.3,Low Birthweight Number,2018-2020,100,4.8,Low Birthweight Percent,,,3.5,6.5,2020,MICH-8.1,7.8,Y,,,,
2022,25,Low Birthweight Infants,Total Live Births,Total Live Births,Marin,3,6291,2097.0,Live Births,2018-2020,327,109.0,Low Birthweight Number,2018-2020,100,5.2,Low Birthweight Percent,,,4.6,5.8,2020,MICH-8.1,7.8,Y,,,,
2022,25,Low Birthweight Infants,Total Live Births,Total Live Births,Napa,4,3695,1231.7,Live Births,2018-2020,204,68.0,Low Birthweight Number,2018-2020,100,5.5,Low Birthweight Percent,,,4.8,6.3,2020,MICH-8.1,7.8,Y,,,,
2022,25,Low Birthweight Infants,Total Live Births,Total Live Births,Nevada,5,2358,786.0,Live Births,2018-2020,133,44.3,Low Birthweight Number,2018-2020,100,5.6,Low Birthweight Percent,,,4.7,6.6,2020,MICH-8.1,7.8,Y,,,,
2022,25,Low Birthweight Infants,Total Live Births,Total Live Births,Del Norte,6,821,273.7,Live Births,2018-2020,47,15.7,Low Birthweight Number,2018-2020,100,5.7,Low Birthweight Percent,,,4.2,7.6,2020,MICH-8.1,7.8,Y,,,,
2022,25,Low Birthweight Infants,Total Live Births,Total Live Births,Placer,7,10797,3599.0,Live Births,2018-2020,630,210.0,Low Birthweight Number,2018-2020,100,5.8,Low Birthweight Percent,,,5.4,6.3,2020,MICH-8.1,7.8,Y,,,,
2022,25,Low Birthweight Infants,Total Live Births,Total Live Births,Santa Cruz,8,7021,2340.3,Live Births,2018-2020,406,135.3,Low Birthweight Number,2018-2020,100,5.8,Low Birthweight Percent,,,5.2,6.3,2020,MICH-8.1,7.8,Y,,,,
2022,25,Low Birthweight Infants,Total Live Births,Total Live Births,Merced,9,11495,3831.7,Live Births,2018-2020,675,225.0,Low Birthweight Number,2018-2020,100,5.9,Low Birthweight Percent,,,5.4,6.3,2020,MICH-8.1,7.8,Y,,,,
2022,25,Low Birthweight Infants,Total Live Births,Total Live Births,Yolo,10,6172,2057.3,Live Births,2018-2020,363,121.0,Low Birthweight Number,2018-2020,100,5.9,Low Birthweight Percent,,,5.3,6.5,2020,MICH-8.1,7.8,Y,,,,
